51,1.0
51,0.3
45,0.4
63,0.0
30,0.0
25,0.8
24,0.1
51,0.2
37,0.4
34,0.0
77,1.0
49,0.3
42,0.1
58,0.8
25,0.5
41,0.4
41,0.0
73,1.0
80,0.8
78,1.0
50,0.0
73,0.8
39,0.7
69,0.2
48,0.6
32,0.7
31,0.3
23,0.1
72,0.5
21,0.5
22,0.2
31,0.7
75,0.1
70,0.9
62,0.0
65,0.5
73,0.0
38,0.0
44,0.8
69,0.2
66,0.7
19,0.6
80,0.6
28,0.8
58,0.3
56,0.3
70,0.5
40,0.1
41,0.5
80,0.9
58,0.8
68,0.0
27,0.7
79,0.9
77,0.4
28,0.8
54,1.0
36,0.2
71,1.0
55,0.1
60,0.9
41,0.1
74,0.1
45,0.7
22,0.0
18,0.2
34,1.0
18,0.2
37,0.5
66,0.0
60,0.0
62,0.3
80,0.7
43,1.0
28,0.4
30,0.9
63,0.0
23,0.9
41,0.2
69,0.0
27,0.1
52,0.9
38,0.0
51,0.2
30,0.1
59,0.2
27,0.4
46,0.4
76,0.5
72,0.5
39,0.7
78,0.1
53,0.0
58,1.0
31,0.9
47,0.0
41,0.2
25,0.9
25,0.4
44,0.5
