66,0.4
55,0.9
33,0.0
78,0.1
21,0.3
24,0.4
40,0.8
30,0.5
58,0.0
67,0.2
62,1.0
44,0.6
63,0.5
29,0.2
50,0.3
58,0.4
18,0.2
23,0.8
46,0.2
52,0.6
69,0.0
37,0.0
59,0.8
40,1.0
80,0.4
75,0.2
42,0.5
64,1.0
36,0.9
30,0.4
27,0.6
69,0.5
45,1.0
56,0.6
36,0.2
19,0.8
77,0.5
23,0.0
58,0.4
18,0.8
27,0.0
21,0.4
48,0.5
44,0.5
27,0.6
80,0.1
42,0.9
70,0.7
39,0.4
60,0.8
30,0.1
43,0.7
36,0.5
46,1.0
79,0.3
57,0.4
76,0.1
26,0.7
43,0.2
78,0.2
76,0.9
69,0.5
73,0.2
38,0.8
61,0.1
34,0.7
27,0.7
79,0.5
32,0.1
52,0.1
60,0.3
39,0.6
26,0.6
67,0.6
62,1.0
67,0.7
63,0.9
39,0.9
76,0.8
79,0.1
74,0.3
41,0.8
28,1.0
25,0.2
34,0.1
41,0.1
35,0.1
73,0.6
78,0.0
72,0.1
28,0.7
20,0.9
71,0.4
63,0.6
40,0.0
57,0.5
29,0.0
59,0.2
67,0.4
49,0.8
