55,1.0
29,0.8
39,0.1
63,0.8
51,0.7
51,0.0
58,0.7
40,0.4
59,0.1
22,0.6
48,0.7
61,0.4
37,0.9
35,0.7
28,0.6
55,0.8
67,0.0
45,0.2
55,1.0
36,0.4
47,0.4
71,0.3
50,0.4
34,0.4
73,0.4
51,0.3
18,0.1
54,0.2
24,0.2
18,0.3
21,0.6
23,0.5
27,0.2
62,1.0
43,0.5
23,0.4
57,0.8
49,0.8
63,0.1
26,0.4
57,0.3
69,0.5
21,0.2
46,0.6
52,0.9
51,0.8
51,0.6
27,0.9
44,0.7
46,1.0
65,0.4
77,0.2
37,0.7
50,0.4
51,1.0
54,0.2
30,0.3
66,0.4
45,0.7
58,0.6
73,0.8
63,0.4
53,0.8
50,0.6
19,0.8
23,0.9
48,0.9
49,0.9
45,0.1
31,0.6
73,0.0
45,0.2
30,0.1
34,0.0
60,0.8
48,0.6
63,0.5
29,0.5
23,0.5
62,0.7
80,0.9
77,0.0
20,0.0
36,0.2
62,0.5
79,0.5
30,0.6
47,0.2
77,0.5
60,0.3
30,0.3
19,0.1
44,0.6
34,0.9
67,0.1
49,0.5
69,0.0
40,0.1
54,0.8
54,0.7
