52,0.6
72,0.3
51,0.2
44,0.4
61,0.8
38,0.4
76,0.8
51,0.6
61,0.7
40,0.3
42,0.9
78,0.5
61,1.0
18,0.0
45,0.8
52,0.9
76,0.0
54,0.2
37,1.0
20,0.7
76,0.8
45,0.1
74,0.7
18,0.7
67,0.0
43,0.3
19,0.4
46,0.9
44,0.2
32,0.5
40,1.0
48,0.2
18,0.3
55,0.3
37,0.3
54,0.6
32,0.3
25,1.0
65,0.2
29,1.0
45,0.7
74,0.0
41,0.2
20,0.8
42,0.3
22,0.9
35,1.0
62,0.1
35,0.2
30,0.7
69,0.1
59,0.9
64,0.3
43,1.0
52,0.4
64,0.5
80,0.3
65,1.0
19,0.1
34,0.3
21,0.5
39,0.5
78,1.0
66,0.5
36,0.5
33,0.5
64,0.5
71,0.0
76,0.2
67,0.4
47,0.4
63,0.1
21,0.7
26,0.5
35,1.0
55,0.3
69,0.0
19,0.6
23,0.4
79,0.8
33,0.8
77,0.5
25,0.9
70,1.0
69,0.7
63,0.0
58,0.9
48,0.1
52,0.8
59,0.8
61,0.3
59,0.1
25,0.6
54,0.8
19,0.2
46,0.0
45,1.0
68,0.3
46,0.2
47,0.9
