27,0.8
45,0.8
40,0.3
68,0.0
27,0.1
24,1.0
29,0.2
61,0.0
52,0.6
22,0.0
49,0.4
46,0.4
34,0.9
19,0.4
38,0.4
63,0.2
33,0.1
51,0.1
80,0.8
48,0.9
32,0.2
50,0.1
70,0.4
64,0.8
47,0.6
60,0.5
23,0.3
32,0.3
39,0.2
78,0.0
54,0.7
53,0.9
57,0.6
42,0.7
25,0.9
80,0.8
39,0.6
34,0.1
70,0.4
28,0.1
69,0.2
52,0.9
65,0.3
80,1.0
28,1.0
31,0.0
46,0.1
43,0.9
18,0.6
56,0.8
36,0.2
64,0.0
19,0.3
54,0.7
67,0.3
50,0.6
74,0.5
32,1.0
80,0.3
76,0.4
75,0.1
54,1.0
76,0.7
45,0.0
29,0.7
63,0.8
72,0.0
31,0.4
31,0.0
19,0.8
31,0.8
66,0.7
44,0.0
19,0.8
68,0.8
19,0.9
26,1.0
45,0.6
53,0.0
73,0.8
52,0.4
46,0.1
39,0.6
20,0.5
67,0.2
34,0.0
58,0.8
71,0.9
21,0.8
77,0.1
68,0.6
70,0.8
24,1.0
63,0.2
48,0.3
76,0.6
28,0.0
62,0.5
20,0.8
59,0.3
