62,0.3
51,0.2
71,0.9
80,0.3
48,0.3
55,0.8
35,0.2
22,0.5
62,0.4
30,0.1
18,1.0
58,0.4
26,1.0
51,0.2
71,0.2
41,0.6
24,0.1
72,0.0
63,0.5
58,0.0
18,0.7
78,0.0
35,0.4
43,0.1
68,0.6
77,0.1
51,0.8
47,1.0
70,0.2
71,0.2
73,1.0
64,1.0
46,0.6
62,0.3
37,1.0
69,0.0
61,0.2
64,0.8
68,0.8
67,1.0
43,0.4
19,0.5
60,0.1
46,0.3
20,0.9
59,0.0
19,0.2
27,0.2
18,0.9
55,0.5
39,0.2
66,0.8
60,0.1
62,1.0
60,0.1
31,0.0
20,1.0
66,0.5
73,0.2
56,0.3
37,0.9
59,0.3
47,0.1
49,0.3
55,0.4
29,1.0
72,0.1
68,0.9
60,0.1
62,0.7
36,1.0
39,0.2
24,0.6
18,0.1
49,0.3
74,0.7
26,0.2
33,0.3
18,0.2
28,0.4
18,0.8
21,0.9
39,0.6
32,0.9
48,0.9
35,0.6
44,0.7
64,0.0
40,0.6
66,0.7
32,0.3
38,0.1
67,0.2
56,0.4
30,0.6
30,0.5
62,0.8
30,0.5
38,0.4
59,0.4
