67,0.5
34,0.7
69,0.9
36,0.3
27,0.4
54,0.9
47,1.0
24,0.9
33,0.7
31,0.6
52,0.6
76,0.6
50,0.8
76,0.1
18,0.5
45,0.3
34,0.3
28,0.8
51,0.4
22,0.6
64,0.5
22,0.2
69,0.0
61,0.0
44,0.5
28,0.9
53,0.6
43,0.9
70,0.5
67,0.6
28,0.9
46,0.9
53,0.4
52,0.2
77,0.3
53,0.0
51,0.7
19,0.7
56,0.1
74,0.5
34,0.5
33,0.4
55,0.2
39,0.5
76,0.7
50,1.0
66,0.1
31,0.0
77,0.9
63,0.3
21,0.7
46,0.1
64,0.5
79,0.5
23,0.5
35,0.7
50,0.5
32,0.0
21,1.0
30,0.3
66,1.0
45,0.3
50,0.1
32,0.4
29,0.5
24,0.7
80,0.2
62,0.3
18,0.0
47,0.0
36,0.3
48,0.6
53,0.7
28,0.9
63,0.3
61,0.5
54,0.7
64,0.2
55,1.0
63,0.6
45,0.5
69,0.8
33,0.6
58,0.4
37,0.3
72,0.7
55,0.8
36,0.6
39,0.3
49,0.4
69,0.9
46,0.9
32,0.2
44,1.0
70,1.0
56,0.2
71,0.1
37,0.1
73,1.0
48,0.2
