19,0.0
35,0.9
58,0.6
38,0.9
22,0.0
67,0.8
40,0.1
67,0.0
42,0.4
43,0.3
21,0.4
57,0.9
73,0.6
61,0.6
38,0.7
59,0.8
23,0.6
45,0.1
59,1.0
25,0.2
26,1.0
78,0.6
74,0.8
30,0.1
52,0.8
49,0.7
52,0.5
61,0.8
38,0.7
28,0.8
29,0.8
37,1.0
59,0.0
49,1.0
63,0.9
72,0.7
21,0.5
28,0.9
75,0.5
64,0.5
50,0.2
27,0.0
56,1.0
43,0.7
61,0.8
57,0.7
66,0.7
36,0.4
68,0.6
45,0.3
41,0.7
80,0.2
51,0.6
60,0.8
78,0.2
33,0.2
62,0.5
69,0.4
26,0.9
63,0.5
75,0.9
27,0.4
57,0.5
72,0.2
64,0.4
41,0.8
66,0.2
39,0.8
76,0.6
63,0.5
41,0.6
47,0.0
50,0.1
27,0.3
20,0.4
50,0.5
30,0.4
53,0.0
24,1.0
79,0.9
41,0.1
73,0.0
48,0.5
79,0.9
50,0.3
70,0.0
28,0.5
48,0.5
67,0.6
52,0.0
40,0.1
60,0.9
33,0.0
24,0.7
48,0.2
76,0.8
71,1.0
69,0.1
42,0.2
80,0.2
